Hero,Anti-Mage,Axe,Bane,Bloodseeker,Crystal Maiden,Drow Ranger,Earthshaker,Juggernaut,Mirana,Morphling,Shadow Fiend,Phantom Lancer,Puck,Pudge,Razor,Sand King,Storm Spirit,Sven,Tiny,Vengeful Spirit,Windranger,Zeus,Kunkka,Lina,Lion,Shadow Shaman,Slardar,Tidehunter,Witch Doctor,Lich,Riki,Enigma,Tinker,Sniper,Necrophos,Warlock,Beastmaster,Queen of Pain,Venomancer,Faceless Void,Wraith King,Death Prophet,Phantom Assassin,Pugna,Templar Assassin,Viper,Luna,Dragon Knight,Dazzle,Clockwerk,Leshrac,Nature's Prophet,Lifestealer,Dark Seer,Clinkz,Omniknight,Enchantress,Huskar,Night Stalker,Broodmother,Bounty Hunter,Weaver,Jakiro,Batrider,Chen,Spectre,Ancient Apparition,Doom,Ursa,Spirit Breaker,Gyrocopter,Alchemist,Invoker,Silencer,Outworld Destroyer,Lycan,Brewmaster,Shadow Demon,Lone Druid,Chaos Knight,Meepo,Treant Protector,Ogre Magi,Undying,Rubick,Disruptor,Nyx Assassin,Naga Siren,Keeper of the Light,Io,Visage,Slark,Medusa,Troll Warlord,Centaur Warrunner,Magnus,Timbersaw,Bristleback,Tusk,Skywrath Mage,Abaddon,Elder Titan,Legion Commander,Techies,Ember Spirit,Earth Spirit,Underlord,Terrorblade,Phoenix,Oracle,Winter Wyvern,Arc Warden,Monkey King,Dark Willow,Pangolier,Grimstroke,Hoodwink,Void Spirit,Snapfire,Mars,Ringmaster,Dawnbreaker,Marci,Primal Beast,Muerta,Kez
Templar Assassin,0.80907774,0.4629359,0.36822268,0.71970534,0.29887047,0.7752952,0.56648993,0.73570603,0.440721,0.8964029,0.91088843,0.744253,0.7842621,0.39786643,0.77093285,0.5516479,0.74811935,0.6613602,0.56996304,0.34445226,0.49181348,0.45670804,0.632,0.85616016,0.3215682,0.31692982,0.6187062,0.4608172,0.36952874,0.23289762,0.48318788,0.35303882,0.5085004,0.7848278,0.77552176,0.30503908,0.46408477,0.7923462,0.45136967,0.61712575,0.6825712,0.47435287,0.7578612,0.43530282,1.0000002,0.623454,0.7621411,0.71810347,0.43140507,0.2935715,0.61684775,0.49354053,0.7887028,0.4297196,0.66787463,0.36377338,0.3542155,0.8394949,0.4269574,0.5633287,0.39878047,0.5351524,0.34867224,0.2922314,0.3361608,0.7400427,0.3432513,0.48733115,0.7709842,0.32642722,0.6236034,0.6835895,0.66261864,0.3564681,0.8161911,0.57780594,0.39985594,0.3773306,0.75335974,0.5720192,0.8718096,0.22600721,0.31167164,0.30557325,0.39740375,0.29173172,0.418211,0.3364333,0.51177704,0.45346755,0.41280863,0.5980026,0.6659371,0.7828648,0.43901446,0.57281107,0.5936522,0.5456688,0.24625167,0.36625707,0.42333588,0.37610874,0.4500374,0.38036627,0.75002104,0.42068276,0.46875435,0.6877846,0.38751352,0.3159884,0.4207687,0.8953207,0.7744972,0.33209252,0.6004026,0.3932369,0.3591574,0.79293996,0.2362103,0.5034973,0.32560435,0.3933262,0.27246338,0.45356473,0.3532417,0.84444535
Viper,0.65335906,0.67685115,0.4599088,0.6482574,0.34680092,0.60035497,0.65958035,0.50096554,0.6431908,0.5951181,0.6778633,0.48083967,0.7523041,0.59111583,0.87344414,0.74721146,0.7268563,0.43584022,0.5224226,0.5763797,0.6745186,0.65254194,0.6801842,0.7075481,0.4320616,0.29559734,0.81513655,0.6938904,0.60648066,0.38630122,0.5450957,0.76037896,0.5628193,0.71100116,0.7919062,0.3677792,0.7051223,0.80389106,0.7227256,0.4609275,0.5471993,0.89526045,0.5105942,0.60473853,0.623454,0.9999999,0.5043549,0.7309276,0.6596522,0.34494004,0.80600756,0.5744562,0.4837674,0.784489,0.64968455,0.61142045,0.5550785,0.8383733,0.7048543,0.82158595,0.5846948,0.49152693,0.41583183,0.70211434,0.52241623,0.5150493,0.27648613,0.7339497,0.52400047,0.5024995,0.55203366,0.5835514,0.80342025,0.42866543,0.87221336,0.8082548,0.7084071,0.46180144,0.7993425,0.51550597,0.7360527,0.3142735,0.45987633,0.51800686,0.522651,0.41652957,0.5555321,0.21465455,0.6713516,0.51759744,0.8706451,0.47444046,0.54167885,0.59230256,0.6576648,0.76820064,0.8182436,0.6633461,0.2962717,0.54439425,0.5288252,0.52006215,0.68311334,0.5463022,0.7649422,0.61478263,0.7410524,0.46001956,0.63002926,0.45311478,0.72746825,0.80218506,0.56069833,0.4547753,0.7877134,0.55003375,0.575734,0.7564232,0.71478564,0.7811568,0.2441354,0.7650936,0.4977849,0.77528757,0.3159495,0.5970496
Luna,0.8776586,0.39081222,0.39624608,0.8125165,0.32816437,0.90059066,0.38982448,0.9093142,0.3653661,0.9219891,0.6672362,0.8934833,0.58121324,0.4200124,0.68190926,0.4422443,0.54497945,0.8614157,0.3559238,0.328756,0.40701482,0.4071648,0.48212504,0.6009511,0.33923444,0.29163763,0.48038152,0.3516058,0.31933653,0.15471803,0.43206024,0.3605333,0.35066184,0.57471687,0.5977979,0.19503945,0.36811033,0.5482987,0.42746392,0.8116015,0.66456515,0.3486063,0.88021183,0.3076092,0.7621411,0.5043549,1.0000001,0.53671753,0.38377908,0.31831855,0.44431013,0.4020682,0.95050305,0.3533405,0.59073645,0.40016833,0.297352,0.6322662,0.36835477,0.4740638,0.32371643,0.6997182,0.21060815,0.28845525,0.3267712,0.8783564,0.1813513,0.42997086,0.9346165,0.24405168,0.73147845,0.7815799,0.52242905,0.2110552,0.5635101,0.4837236,0.34754735,0.43002754,0.7098111,0.67298645,0.68263304,0.23826578,0.37411377,0.17894025,0.37102428,0.25165638,0.41574362,0.6374798,0.3020276,0.4170729,0.46590248,0.75330323,0.77509993,0.9342795,0.4016696,0.37501463,0.48828775,0.53506386,0.21865633,0.30083704,0.40756744,0.2649956,0.37691367,0.33158797,0.5105693,0.3308512,0.43170238,0.8578803,0.37856498,0.21716611,0.40111756,0.6346243,0.6139709,0.38830337,0.47354525,0.32017577,0.40364087,0.56965697,0.23735523,0.42035854,0.286449,0.31885117,0.36899963,0.35718045,0.5199194,0.6883248
Dragon Knight,0.6927677,0.6866422,0.43343207,0.6432265,0.3898472,0.5371645,0.76455384,0.5291847,0.42427427,0.6469985,0.741405,0.49325088,0.6697457,0.56341875,0.82220614,0.8744013,0.6923256,0.50568086,0.70345277,0.52304137,0.64879715,0.392472,0.8114402,0.65835565,0.42881328,0.35236278,0.86813885,0.65192556,0.440492,0.3240622,0.6057122,0.54650325,0.36404502,0.68816906,0.77373797,0.35444903,0.7103785,0.7092897,0.56919676,0.53686666,0.70354885,0.63117623,0.55758387,0.32046077,0.71810347,0.7309276,0.53671753,0.99999994,0.4039649,0.4060535,0.57009614,0.4859083,0.55221075,0.5729284,0.5319588,0.5071995,0.3690006,0.84477687,0.6466972,0.8441452,0.5013444,0.39929512,0.41196424,0.43180698,0.38756752,0.5139248,0.27506682,0.7477819,0.57817286,0.4709015,0.51681864,0.7228272,0.62080604,0.30087698,0.7512681,0.8013289,0.6144641,0.38781255,0.8165768,0.6890325,0.8331076,0.2927525,0.42028037,0.41652408,0.432667,0.39182997,0.56753594,0.17452808,0.36214316,0.5141022,0.5758238,0.40731588,0.6314639,0.6062747,0.68957895,0.8313879,0.8315326,0.7358859,0.33494613,0.2938498,0.59143895,0.4780959,0.64356226,0.4224708,0.752361,0.5923033,0.7038591,0.5459135,0.3713006,0.37442344,0.5535843,0.7445066,0.6894694,0.34440005,0.7712412,0.3676097,0.5013899,0.7257211,0.4345799,0.81401974,0.24004391,0.61802953,0.4752953,0.73780733,0.12571059,0.74226105
Dazzle,0.38952607,0.51348776,0.66309816,0.26368186,0.5577653,0.4548193,0.7058969,0.34636304,0.60137075,0.38680807,0.4556042,0.35498983,0.6405592,0.53929526,0.44973594,0.60169685,0.57227355,0.39178395,0.5052682,0.68446755,0.5620138,0.83060485,0.6592058,0.6224362,0.50730073,0.47781438,0.5756768,0.5614504,0.70511466,0.57263833,0.4451942,0.5916357,0.7889999,0.5809631,0.72141397,0.66098315,0.42365673,0.7154903,0.63574,0.3452882,0.47388065,0.67820776,0.44581693,0.65538895,0.43140507,0.6596522,0.38377908,0.4039649,1.0000002,0.3989699,0.68643415,0.6754317,0.3902438,0.53035545,0.6368682,0.55181324,0.56216156,0.64007586,0.54324245,0.3783082,0.44949907,0.6316721,0.6443733,0.5176118,0.5884174,0.38762882,0.5963016,0.45125875,0.34713674,0.5145419,0.5058076,0.30410987,0.81699413,0.6071516,0.6951955,0.4356318,0.5523732,0.5263885,0.5329655,0.37995467,0.38213,0.54463834,0.67754817,0.5619715,0.57364565,0.5594829,0.52420175,0.25668392,0.7033939,0.69649374,0.60933846,0.3356648,0.3364732,0.4178044,0.5457334,0.5750623,0.49623856,0.46358052,0.42744127,0.54839754,0.49483293,0.49904135,0.48484555,0.42825282,0.6036008,0.6878131,0.45718288,0.35155207,0.7321825,0.6155947,0.72195524,0.5750949,0.428816,0.540855,0.60250056,0.6404697,0.5357971,0.5653714,0.63258946,0.5352076,0.4153319,0.61314076,0.32696187,0.6428219,0.43552443,0.5403398
Clockwerk,0.43763763,0.47766125,0.6639952,0.37931708,0.6244075,0.3313596,0.6170278,0.44528452,0.43064737,0.2762725,0.33614916,0.38336748,0.40725395,0.6259533,0.24762943,0.44965234,0.41174376,0.45969072,0.5691921,0.64122134,0.23416834,0.43841332,0.45412162,0.2801602,0.63613313,0.6099661,0.51266813,0.45667094,0.6671354,0.6054789,0.59180063,0.33566293,0.3786798,0.3468117,0.39094642,0.5527558,0.37609366,0.40875095,0.6061524,0.43705663,0.40054327,0.2516176,0.39207798,0.47391436,0.2935715,0.34494004,0.31831855,0.4060535,0.3989699,1.0,0.3886485,0.18841404,0.41529563,0.2837804,0.2946839,0.64758706,0.62969553,0.3566989,0.4426774,0.34673774,0.7660113,0.2743623,0.6404557,0.45367926,0.56989366,0.38000977,0.42231426,0.36738074,0.39817184,0.6385623,0.30773315,0.43662053,0.4657557,0.5718762,0.44699723,0.36832958,0.40621376,0.62549824,0.37876937,0.3824104,0.43703517,0.7485271,0.82630974,0.73765206,0.59097373,0.66657424,0.7982027,0.3736051,0.31607038,0.5517126,0.29299814,0.3507418,0.23924766,0.41361824,0.4325934,0.38531533,0.37778914,0.34480518,0.9053824,0.4885641,0.49268028,0.8025574,0.41731846,0.5619883,0.5151721,0.60562456,0.42859942,0.2481237,0.48371398,0.6099902,0.5673863,0.4341491,0.40466437,0.537044,0.4160194,0.47182614,0.5720663,0.46595344,0.3705244,0.5130285,0.5266549,0.4238714,0.7514496,0.42059276,0.036025707,0.5164424
Leshrac,0.5672937,0.4462207,0.5260658,0.45695645,0.37046102,0.55309767,0.6924666,0.44503394,0.6493282,0.50981385,0.70494884,0.4177015,0.8278465,0.6111319,0.67339844,0.5893472,0.8439868,0.43043524,0.65015364,0.50927204,0.67495114,0.83247054,0.58304495,0.7630449,0.50110376,0.45174474,0.62528616,0.4868312,0.6400185,0.3741205,0.5582209,0.558229,0.8024554,0.8025936,0.7162365,0.38933393,0.45530748,0.8612889,0.6016924,0.3278896,0.34656554,0.79367495,0.4304222,0.52250624,0.61684775,0.80600756,0.44431013,0.57009614,0.68643415,0.3886485,0.9999998,0.5828237,0.43720886,0.5286218,0.6165622,0.51441073,0.4651614,0.7695991,0.5147535,0.5283739,0.59494054,0.52389693,0.4798161,0.76362365,0.44718105,0.34133205,0.33370382,0.47462544,0.48030534,0.40758795,0.59294814,0.40992773,0.8579622,0.50918394,0.90328926,0.48732287,0.4569147,0.48921552,0.5442674,0.29797179,0.6558538,0.2624322,0.45053142,0.4513692,0.61519873,0.4441027,0.5692549,0.24281204,0.7285678,0.3945262,0.55584335,0.53650916,0.41243488,0.5163863,0.4444623,0.54498154,0.60991067,0.3798784,0.4455867,0.5442276,0.43940735,0.4950284,0.47483382,0.5438546,0.8624415,0.56855416,0.4948853,0.36724994,0.5347777,0.39581767,0.7170347,0.7966739,0.62231785,0.47142568,0.6962918,0.4642609,0.5887886,0.79316616,0.7247102,0.5595651,0.47426704,0.4622369,0.55881333,0.59740436,0.45191076,0.5873069
Nature's Prophet,0.4993912,0.3415869,0.6237624,0.30755678,0.41689244,0.5445522,0.5463819,0.3739256,0.6047141,0.46385476,0.52267665,0.3737651,0.44947585,0.5166641,0.5470535,0.5180912,0.4304113,0.5308666,0.65903854,0.6677486,0.5175313,0.49152672,0.4750763,0.60466534,0.48386046,0.5125968,0.53547984,0.45107606,0.62549704,0.38167223,0.4568996,0.55086493,0.50391096,0.6138446,0.55524755,0.5328097,0.31865907,0.53147286,0.5170212,0.3880916,0.4837029,0.6007943,0.509992,0.36316344,0.49354053,0.5744562,0.4020682,0.4859083,0.6754317,0.18841404,0.5828237,1.0,0.45918065,0.48425412,0.7580747,0.2057846,0.3736884,0.5864938,0.4489819,0.40025145,0.20882072,0.70936096,0.5604753,0.4055978,0.41604722,0.38882202,0.5143912,0.43353704,0.46278876,0.2542769,0.7787655,0.36802563,0.55192655,0.5577075,0.62963784,0.42564702,0.40144646,0.3804524,0.44020268,0.37030345,0.37237963,0.424267,0.33486512,0.4638982,0.5425256,0.5055149,0.34924692,0.27074584,0.42465103,0.6087609,0.49221417,0.48719996,0.5218083,0.50975555,0.44516954,0.5029631,0.32165945,0.5060054,0.23864889,0.47891778,0.67384917,0.3426837,0.32343498,0.42536023,0.50741667,0.42192274,0.37614712,0.5564219,0.54422885,0.451163,0.5975434,0.57537913,0.6075002,0.5197843,0.38389924,0.60491425,0.5486874,0.3870156,0.50935316,0.44871372,0.41924194,0.55045044,0.4117902,0.41795295,0.5019324,0.5469721
Lifestealer,0.9331463,0.423404,0.40908816,0.8574048,0.3311672,0.9197523,0.44453824,0.9525328,0.35531098,0.92975974,0.63338673,0.95516264,0.56530863,0.4706276,0.6455876,0.4663349,0.5348184,0.92949396,0.460492,0.3617128,0.38979605,0.38904652,0.5305515,0.5663824,0.3258702,0.33217692,0.52825356,0.43390012,0.33254972,0.15519394,0.5488324,0.37513173,0.37427768,0.54501957,0.6009999,0.23863707,0.41197976,0.55606484,0.4368098,0.8935916,0.7526739,0.3626949,0.93924636,0.2753704,0.7887028,0.4837674,0.95050305,0.55221075,0.3902438,0.41529563,0.43720886,0.45918065,1.0,0.4014908,0.6194164,0.4276229,0.2765014,0.6537867,0.43388325,0.49212822,0.4021171,0.7059867,0.27284607,0.27406192,0.30763268,0.9102603,0.21348527,0.46585968,0.9778062,0.31859043,0.7258756,0.78889537,0.48635215,0.30606565,0.6004501,0.5254927,0.40184528,0.3809751,0.67749417,0.7030956,0.731477,0.32007408,0.42101017,0.3188993,0.3929271,0.28775066,0.42289555,0.6959289,0.3399123,0.47705132,0.4295514,0.82769847,0.80225265,0.9729235,0.44128555,0.4351308,0.49013978,0.5571757,0.34727475,0.3333273,0.5260165,0.36354274,0.4038768,0.34560275,0.5574978,0.36465132,0.47328678,0.92242867,0.33314478,0.2587512,0.40043518,0.6546492,0.7018519,0.3594707,0.50110453,0.30953962,0.3781419,0.58153284,0.20948155,0.4631712,0.3495379,0.386126,0.4561849,0.39038342,0.43386766,0.7455578
Dark Seer,0.52055675,0.83549577,0.4478685,0.52166116,0.361577,0.46377677,0.51243323,0.414811,0.52331245,0.4600977,0.40311328,0.39598188,0.54504144,0.4659498,0.67860293,0.7466533,0.548575,0.34213048,0.35992086,0.5271021,0.5848724,0.41203493,0.6205096,0.4065964,0.4301439,0.40187418,0.7812441,0.8748503,0.44907692,0.30320483,0.35524833,0.9084374,0.3992607,0.40007982,0.573763,0.3662248,0.85886896,0.6147595,0.7089684,0.42222086,0.5667884,0.7406569,0.40579495,0.48948726,0.4297196,0.784489,0.3533405,0.5729284,0.53035545,0.2837804,0.5286218,0.48425412,0.4014908,1.0,0.49827328,0.5018916,0.46586236,0.68070036,0.8199861,0.6960728,0.5500768,0.37547255,0.41701153,0.5291338,0.4777343,0.3963842,0.31364748,0.8310153,0.40704697,0.47649127,0.3737263,0.4474451,0.5164648,0.48682833,0.6286226,0.8500291,0.8411268,0.42893454,0.582454,0.41702342,0.5331185,0.18535253,0.43274522,0.5394272,0.46896282,0.420508,0.43028614,0.17708252,0.5521828,0.49977145,0.89835733,0.34121355,0.5434855,0.45560205,0.7800262,0.80150926,0.7748295,0.7631898,0.2040425,0.43314317,0.5670858,0.50743425,0.7233851,0.5205062,0.5721676,0.38952145,0.8931187,0.47842744,0.5086359,0.4648362,0.6194375,0.53693795,0.41312143,0.4490414,0.675919,0.5015237,0.46400928,0.5448612,0.48517942,0.85696477,0.35157755,0.8322448,0.37169012,0.64560044,0.2273175,0.49520585
Clinkz,0.72808456,0.41876957,0.5837979,0.59765524,0.42911038,0.7010683,0.64180547,0.65206546,0.65723354,0.6923098,0.6693419,0.6399029,0.55042666,0.61711127,0.5803262,0.4768578,0.57073414,0.6941617,0.6936978,0.68000793,0.71046424,0.59821224,0.4945619,0.7015214,0.5781496,0.49506292,0.491103,0.4402164,0.6702599,0.50482166,0.6151991,0.51097727,0.575183,0.6973883,0.64975023,0.4667397,0.34729,0.6660814,0.67304397,0.59594655,0.54977846,0.50948817,0.6922585,0.6639964,0.66787463,0.64968455,0.59073645,0.5319588,0.6368682,0.2946839,0.6165622,0.7580747,0.6194164,0.49827328,0.99999994,0.39966488,0.49201685,0.74275774,0.4112501,0.4704978,0.5297559,0.8325458,0.49469814,0.5695738,0.4659417,0.5463161,0.43119806,0.499235,0.59215283,0.48940566,0.8173889,0.70642513,0.6991307,0.52511317,0.7184337,0.46961948,0.3868092,0.51917547,0.5968827,0.41585636,0.64919245,0.30594194,0.4437918,0.45475578,0.6022991,0.49256355,0.59320784,0.4251832,0.6655427,0.7493767,0.59333235,0.7145695,0.73043466,0.70311624,0.39617294,0.61258096,0.42280105,0.45448372,0.22568722,0.6617985,0.6298039,0.4019756,0.44033822,0.66432923,0.63841236,0.60343164,0.4452124,0.64717805,0.5404344,0.5860589,0.7502522,0.7883169,0.8244031,0.5894024,0.4589588,0.6422362,0.5893221,0.65842336,0.5877406,0.45891175,0.3464017,0.5135894,0.39243385,0.47709435,0.6697193,0.77012354
Omniknight,0.5467546,0.6345823,0.46469057,0.5031344,0.5203384,0.3809965,0.5853468,0.4850696,0.4099001,0.38982788,0.3582245,0.4633516,0.46978974,0.7323749,0.47780117,0.5440484,0.45434457,0.50455683,0.39739627,0.58307,0.5492859,0.6372175,0.51859355,0.37658173,0.35769823,0.23767534,0.636323,0.60960174,0.5732124,0.48919967,0.46866632,0.59297115,0.577686,0.4463131,0.49713242,0.44836363,0.5451938,0.51616496,0.6918435,0.48855618,0.4176437,0.49360493,0.3851309,0.5238465,0.36377338,0.61142045,0.40016833,0.5071995,0.55181324,0.64758706,0.51441073,0.2057846,0.4276229,0.5018916,0.39966488,1.0,0.58105016,0.49189895,0.6441822,0.568225,0.6651723,0.39180708,0.46041423,0.52746654,0.6131526,0.33911142,0.31167626,0.6622388,0.41052327,0.6158032,0.37490422,0.58585626,0.5689817,0.39253968,0.51549894,0.583672,0.659482,0.41626626,0.5411244,0.48820114,0.61898386,0.43003947,0.81191057,0.6430457,0.28300977,0.46412724,0.5836044,0.5261602,0.5233083,0.48210353,0.55500907,0.4138293,0.39816967,0.48926848,0.6427121,0.64886093,0.6664126,0.48279923,0.53160065,0.23164006,0.67641956,0.77987355,0.58820564,0.39243284,0.51212734,0.55765414,0.62597185,0.32170063,0.5064752,0.5212369,0.6651975,0.55573136,0.40737304,0.20509692,0.5453797,0.29690763,0.32512894,0.5517793,0.4371601,0.687163,0.21419142,0.62155133,0.66893804,0.58978033,0.08370148,0.60510004
Enchantress,0.33453354,0.38651446,0.7616041,0.26329762,0.82452434,0.34463912,0.4463541,0.3047239,0.789861,0.35980445,0.47062492,0.22365762,0.4976763,0.38391045,0.42509243,0.4156537,0.46431088,0.26518682,0.406259,0.7233559,0.42015886,0.48192233,0.34775534,0.4674835,0.68357944,0.5425045,0.41663858,0.38393068,0.7515393,0.81936073,0.25458017,0.6096491,0.502212,0.45951086,0.41183496,0.70426565,0.36158597,0.5219493,0.80310255,0.18426187,0.13517317,0.4796295,0.23912439,0.8286676,0.3542155,0.5550785,0.297352,0.3690006,0.56216156,0.62969553,0.4651614,0.3736884,0.2765014,0.46586236,0.49201685,0.58105016,1.0000001,0.42164522,0.26904112,0.41864353,0.53746605,0.27192992,0.7656533,0.6520612,0.91877174,0.20779161,0.6273938,0.40440622,0.25440487,0.40567082,0.38526917,0.36149326,0.5410759,0.78323245,0.49343845,0.36286852,0.35639998,0.82903576,0.36692291,0.07473851,0.39051595,0.634891,0.70040154,0.78467894,0.66544074,0.870906,0.59114325,0.18909334,0.5596303,0.7019315,0.552677,0.14244896,0.3623528,0.33076352,0.35621932,0.41933778,0.4717437,0.2886102,0.43503568,0.59358275,0.43493402,0.75415283,0.3207765,0.76339793,0.50601727,0.42466626,0.4286267,0.23473373,0.8065499,0.83236367,0.7509821,0.5394556,0.32671398,0.6125162,0.40706265,0.68568146,0.6972615,0.4890734,0.6060083,0.46815524,0.47482777,0.4085181,0.36190727,0.35382226,0.09337176,0.48512197
Huskar,0.7667278,0.69325143,0.5017217,0.7270744,0.40619668,0.6940354,0.78703254,0.647969,0.5188427,0.76744926,0.8131359,0.64903307,0.8632526,0.55782104,0.8239614,0.8181396,0.89159536,0.5701486,0.678912,0.5500427,0.7044462,0.6188062,0.8487496,0.8118387,0.47187278,0.42200804,0.80416375,0.6817738,0.5365429,0.3842273,0.63700694,0.5939291,0.58611655,0.7653542,0.92996514,0.38178068,0.7104759,0.92820793,0.64873016,0.6038865,0.7500569,0.7250244,0.6621112,0.5259705,0.8394949,0.8383733,0.6322662,0.84477687,0.64007586,0.3566989,0.7695991,0.5864938,0.6537867,0.68070036,0.74275774,0.49189895,0.42164522,1.0,0.63096035,0.77917695,0.5762017,0.55754477,0.4323336,0.5561791,0.42180085,0.6439521,0.33213255,0.70814276,0.6579776,0.53273237,0.5891739,0.711094,0.8361082,0.42715678,0.93835825,0.7863803,0.62338096,0.46073696,0.84933466,0.64200974,0.86492187,0.30520606,0.4458963,0.46262786,0.5512819,0.41783196,0.5750702,0.2628169,0.6016917,0.57207227,0.70778084,0.57211405,0.7144149,0.6941255,0.6491048,0.81337285,0.8131765,0.7174097,0.33510146,0.5213853,0.52516305,0.42983758,0.6962635,0.5448305,0.90713793,0.66391325,0.7158425,0.6426451,0.46091938,0.47115463,0.6432472,0.88994,0.7921839,0.47991592,0.87903136,0.5073921,0.5139206,0.9249118,0.52145797,0.75263464,0.32032612,0.64161235,0.41078168,0.77198684,0.40165716,0.78913355
Night Stalker,0.5327215,0.91302913,0.40305853,0.5064703,0.24795784,0.42633107,0.6650031,0.43440104,0.2748938,0.38623512,0.39429614,0.43723273,0.48733416,0.6604643,0.61339515,0.7934845,0.47502896,0.45299208,0.4632154,0.5226869,0.51890504,0.4519919,0.70062566,0.37402096,0.33306223,0.36299285,0.89675677,0.9317104,0.47309092,0.23151565,0.5161725,0.71679497,0.45785284,0.43374464,0.59585536,0.3872979,0.8300954,0.54569536,0.60186833,0.5064101,0.70678467,0.6116081,0.49701634,0.32933736,0.4269574,0.7048543,0.36835477,0.6466972,0.54324245,0.4426774,0.5147535,0.4489819,0.43388325,0.8199861,0.4112501,0.6441822,0.26904112,0.63096035,0.9999999,0.6336838,0.6339873,0.45772824,0.41558403,0.34991077,0.33651397,0.46108192,0.34049895,0.81564593,0.4473714,0.67311513,0.40445992,0.48291337,0.5451414,0.32575986,0.6061551,0.8323754,0.9062248,0.25216025,0.6381864,0.64331824,0.5474368,0.25744995,0.56312966,0.47040844,0.2825087,0.2665141,0.5531465,0.27129844,0.43015376,0.43405527,0.71211076,0.4149058,0.40870595,0.4798799,0.87486446,0.85183877,0.71249694,0.8301589,0.41579264,0.2587916,0.65663284,0.597091,0.80757904,0.26222837,0.52744323,0.54066145,0.8636061,0.40308353,0.42003042,0.36424276,0.54110795,0.5199885,0.4115783,0.32279658,0.6043613,0.38166487,0.31116158,0.5021892,0.3417137,0.9037819,0.30726308,0.9097737,0.5732162,0.72107357,0.2612763,0.59335303
Broodmother,0.6709724,0.718083,0.30705962,0.7175012,0.3636287,0.5542073,0.56880605,0.5111312,0.43086755,0.59621173,0.5929123,0.50653726,0.61181176,0.5202396,0.7702545,0.77585024,0.62920153,0.4026204,0.49693412,0.40849948,0.55834955,0.36900038,0.70731354,0.5702701,0.24460502,0.12415892,0.7938554,0.71472925,0.37538165,0.31636056,0.62676436,0.69643396,0.2521522,0.5226351,0.71756035,0.17910928,0.81847036,0.6480802,0.60396516,0.5423435,0.6228425,0.76377267,0.43773907,0.2983207,0.5633287,0.82158595,0.4740638,0.8441452,0.3783082,0.34673774,0.5283739,0.40025145,0.49212822,0.6960728,0.4704978,0.568225,0.41864353,0.77917695,0.6336838,1.0,0.474147,0.2753635,0.2621939,0.5433407,0.3598426,0.50292456,0.05430653,0.8547946,0.5471721,0.47625878,0.35238087,0.67346615,0.5484299,0.28968164,0.7055359,0.91994065,0.6983163,0.24810623,0.8156937,0.63122153,0.7496601,0.35445568,0.36403376,0.5049629,0.36419615,0.3888058,0.4402315,0.27272174,0.34185985,0.41870594,0.77879894,0.42896405,0.6146572,0.5620793,0.7453909,0.7971607,0.88969964,0.69013387,0.30430743,0.26660007,0.517347,0.3989889,0.7722611,0.39261007,0.71336263,0.4873599,0.8238488,0.52097636,0.27459538,0.33338833,0.5026368,0.6482032,0.5735714,0.20511495,0.8106009,0.2264066,0.38311198,0.7076583,0.50656176,0.84178436,-0.008098504,0.71789616,0.46083525,0.802045,-0.0011765192,0.5684806
Bounty Hunter,0.54020447,0.6630997,0.49997523,0.52423865,0.41740814,0.4131326,0.7570624,0.5293991,0.50245976,0.3691152,0.45522016,0.44835192,0.5201697,0.7030078,0.38793144,0.57946277,0.58611035,0.46718913,0.64826584,0.5702388,0.5243438,0.5419908,0.5127085,0.36755627,0.5920058,0.5344584,0.6177098,0.6313938,0.657046,0.5052135,0.6936731,0.5116148,0.55317265,0.4618966,0.50113225,0.40484515,0.57955426,0.60433483,0.7338442,0.428431,0.4213998,0.4543536,0.4745515,0.6200718,0.39878047,0.5846948,0.32371643,0.5013444,0.44949907,0.7660113,0.59494054,0.20882072,0.4021171,0.5500768,0.5297559,0.6651723,0.53746605,0.5762017,0.6339873,0.474147,1.0,0.38804755,0.5278555,0.6349179,0.45031643,0.34355956,0.3245699,0.55747366,0.41275242,0.8215197,0.39911,0.556541,0.62559086,0.5238405,0.6153822,0.5290569,0.5386983,0.54021174,0.44277585,0.32005763,0.5903963,0.34619597,0.70046717,0.6488753,0.6045054,0.50413835,0.87281865,0.270126,0.63539237,0.53811574,0.5158263,0.50382257,0.3916776,0.4657186,0.5066068,0.6523897,0.56662863,0.413322,0.6460817,0.6317965,0.5181194,0.73356205,0.64061767,0.67540145,0.6662221,0.71545696,0.63865864,0.29770973,0.4585615,0.5788469,0.7076227,0.57967937,0.58185977,0.5099162,0.53642535,0.45798725,0.5451755,0.666979,0.56523,0.659309,0.4481067,0.5869953,0.65384364,0.5815112,0.2561883,0.6391944
